Integrated_Pathway,Gene,Source_Sub_Pathway
IL-12/IL-23 Signaling,IL23R,KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY
IL-12/IL-23 Signaling,JAK2,KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY
IL-12/IL-23 Signaling,LCP1,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,LMNB1,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,MIF,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,MSN,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,MTAP,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,PAK2,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,PDCD4,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,PITPNA,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,PPIA,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,PSME2,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,RALA,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,RAP1B,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,RPLP0,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,SERPINB2,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,SNRPA1,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,SOD1,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,SOD2,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,STAT3,KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY
IL-12/IL-23 Signaling,STAT4,KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,TALDO1,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,TCP1,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION
IL-12/IL-23 Signaling,TYK2,KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,ABCB1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ADAM19,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,AGER,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,AHCY,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,AHNAK,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,AHR,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ALCAM,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,AMACR,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ANXA4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,APLP1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ARL4A,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,BATF,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,BATF3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,BCL2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,BCL2L1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,BHLHE40,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,BMP2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,BMPR2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CA2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CAPG,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CAPN3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CASP3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CCND2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CCND3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CCNE1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CCR4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CD44,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CD48,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CD79B,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CD81,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CD83,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CD86,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CDC42SE2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CDC6,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CDCP1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CDKN1C,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CISH,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CKAP4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,COCH,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,COL6A1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CRLF2,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,CSF1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CSF2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CST7,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CTLA4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CTSZ,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CXCL10,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,CYFIP1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,DCPS,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,DENND5A,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,DHRS3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,DRC1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ECM1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,EEF1AKMT1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,EMP1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ENO3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ENPP1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,EOMES,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ETFBKMT,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ETV4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,F2RL2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,FAH,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,FGL2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,FLT3LG,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,FURIN,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GABARAPL1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GADD45B,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GALM,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GATA1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GBP4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GLIPR2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GPR65,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GPR83,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GPX4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GSTO1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,GUCY1B1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,HIPK2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,HK2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,HOPX,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,HUWE1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,HYCC2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ICOS,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IFITM3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IFNGR1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IGF1R,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IGF2R,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IKZF2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IKZF4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IL10,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IL10RA,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IL13,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IL15,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL15RA,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL18R1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IL1R2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IL1RL1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IL2,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL21,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL21R,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL2RA,HALLMARK_IL2_STAT5_SIGNALING/KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL2RB,HALLMARK_IL2_STAT5_SIGNALING/KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL2RG,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL3RA,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IL4,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL4R,HALLMARK_IL2_STAT5_SIGNALING/KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL7,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL7R,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL9,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IL9R,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,IRF4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IRF6,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,IRF8,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ITGA6,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ITGAE,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ITGAV,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ITIH5,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,JAK1,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,JAK3,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,KLF6,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,LCLAT1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,LIF,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,LRIG1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,LRRC8C,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,LTB,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,MAFF,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,MAP3K8,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,MAP6,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,MAPKAPK2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,MUC1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,MXD1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,MYC,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,MYO1C,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,MYO1E,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,NCOA3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,NCS1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,NDRG1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,NFIL3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,NFKBIZ,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,NOP2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,NRP1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,NT5E,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ODC1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,P2RX4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,P4HA1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PDCD2L,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PENK,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PHLDA1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PHTF2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PIM1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PLAGL1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PLEC,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PLIN2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PLPP1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PLSCR1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PNP,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,POU2F1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PRAF2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PRKCH,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PRNP,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PTCH1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PTGER2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PTH1R,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PTRH2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,PUS1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,RABGAP1L,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,RGS16,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,RHOB,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,RHOH,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,RNH1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,RORA,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,RRAGD,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,S100A1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SCN9A,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SELL,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SELP,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SERPINB6,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SERPINC1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SH3BGRL2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SHE,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SLC1A5,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SLC29A2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SLC2A3,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SLC39A8,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SMPDL3A,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SNX14,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SNX9,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SOCS1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SOCS2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SPP1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SPRED2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SPRY4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,ST3GAL4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,STAT1,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,STAT3,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,STAT5A,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,STAT5B,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,STAT6,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,SWAP70,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SYNGR2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,SYT11,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TGM2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TIAM1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TLR7,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TNFRSF18,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TNFRSF1B,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TNFRSF21,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TNFRSF4,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TNFRSF8,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TNFRSF9,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TNFSF10,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TNFSF11,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TRAF1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TSLP,KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY
IL-2 Family Signaling,TTC39B,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,TWSG1,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,UCK2,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,UMPS,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,WLS,HALLMARK_IL2_STAT5_SIGNALING
IL-2 Family Signaling,XBP1,HALLMARK_IL2_STAT5_SIGNALING
IL-6/STAT3 Signaling,A2M,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,ACVR1B,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,ACVRL1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,BAK1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CBL,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CCL7,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CCR1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CD14,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CD274,REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,CD36,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CD38,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CD44,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CD9,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CLCF1,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,CNTF,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,CNTFR,HALLMARK_IL6_JAK_STAT3_SIGNALING/KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,CRLF1,REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,CRLF2,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CSF1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CSF2,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CSF2RA,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CSF2RB,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CSF3R,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CTF1,KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY/REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS
IL-6/STAT3 Signaling,CXCL1,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CXCL10,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CXCL11,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CXCL13,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CXCL3,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,CXCL9,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,DNMT1,REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,DNTT,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,EBI3,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,EP300,REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING
IL-6/STAT3 Signaling,FAS,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL-6/STAT3 Signaling,GRB2,HALLMARK_IL6_JAK_STAT3_SIGNALING
