Integrated_Pathway,Gene,Source_Sub_Pathway
Mitochondrial Apoptosis,BNIP3L,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,BOK,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,CAMK2A,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,CCAR2,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,CHCHD10,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,CLU,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,CREBBP,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,CYCS,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA
Mitochondrial Apoptosis,DIABLO,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA
Mitochondrial Apoptosis,DNM1L,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,ERBB4,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,EYA2,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,FAM162A,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,FIS1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,FXN,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,FZD9,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,GCLC,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,GCLM,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,GGCT,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,GHITM,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,GPER1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,GPX1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,GSDMD,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA
Mitochondrial Apoptosis,GSDME,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA
Mitochondrial Apoptosis,GSK3A,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,GSK3B,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,HGF,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,HIP1R,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,HK2,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,HRK,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,HSPA1A,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,HSPD1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,IER3,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,IFI6,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,IFIT2,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,IGF1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,JTB,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,LMNA,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,MCL1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,MFF,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,MIR17,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,MIR29A,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,MIR29B1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,MIR29C,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,MLLT11,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,MMP9,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,MOAP1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,MPV17L,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,MUL1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,NAIF1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,NDUFS1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,NOL3,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,NPTX1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,OPA1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PARL,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PDCD5,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PIM2,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PINK1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PLAUR,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PLSCR3,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PMAIP1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,PPIF,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PPM1K,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,PPP1R13B,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,PPP2CB,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PRELID1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,PRELID3A,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,PRKN,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PSMD10,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,PYCARD,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,RHOT1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,RHOT2,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,RTL10,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,SEPTIN4,REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA
Mitochondrial Apoptosis,SFN,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,SLC25A31,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,SLC25A4,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,SLC25A5,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,SLC25A6,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,SLC35F6,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,SOD2,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,STEAP3,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,STPG1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,THEM4,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,TIMM50,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,TMEM102,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,TMEM14A,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,TNFSF10,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
Mitochondrial Apoptosis,TP53,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,TP53AIP1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,TP53BP2,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,TP53INP1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,TP63,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,TP73,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,TRIAP1,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Mitochondrial Apoptosis,VDAC2,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,VPS35,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS
Mitochondrial Apoptosis,ZNF205,GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES / GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY / GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS / GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
Mitochondrial Apoptosis,ZNF420,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE
Oncogene-induced Senescence,AGO1,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,AGO3,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,AGO4,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,CDK4,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,CDK6,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,CDKN1A,GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE
Oncogene-induced Senescence,CDKN2A,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,CDKN2B,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,CDKN2C,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,CDKN2D,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,E2F1,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,E2F2,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,E2F3,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,ERF,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,ETS1,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,ETS2,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,HMGA1,GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE
Oncogene-induced Senescence,HMGA2,GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE
Oncogene-induced Senescence,HRAS,GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE
Oncogene-induced Senescence,ID1,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,MAPK1,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,MAPK3,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,MDM2,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,MDM4,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,MIR24-1,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,MIR24-2,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,MOV10,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,PML,GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE
Oncogene-induced Senescence,RB1,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,RPS27A,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,SP1,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,SPI1,GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE
Oncogene-induced Senescence,TFDP1,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,TFDP2,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,TNRC6A,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,TNRC6B,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,TNRC6C,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,TP53,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,UBA52,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,UBB,REACTOME_ONCOGENE_INDUCED_SENESCENCE
Oncogene-induced Senescence,UBC,REACTOME_ONCOGENE_INDUCED_SENESCENCE
P53-mediated Cell Death,ABAT,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,ABCC5,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,ABHD4,HALLMARK_P53_PATHWAY
P53-mediated Cell Death,ACER2,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR / GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR
